"Officer.number";"Years.employed";"Age";"Officer.sex";"Officer.race";"Officer.department";"Officer.division";"Officer.sub.division.A";"Officer.sub.division.B"
"5634";"f27ef388ac5d2be336bc307ffa6a5bd6";"2";"34";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"C Platoon";""
"5635";"00df12d146bd7352759d4caa2f5a0e43";"2";"35";"F";"White";"FOB - Field Operations Bureau";"Staff";"";""
"5636";"2da5076ccdf7d0d01acd8c3205dceb0d";"2";"28";"M";"Hispanic";"FOB - Field Operations Bureau";"Sixth District";"C Platoon";""
"5637";"729596eff907891e90e3b5736fb7b0e7";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5638";"99506446f41ce1787fd628f800870108";"2";"29";"F";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"3rd Platoon";""
"5639";"03cd8231d5a19197ceadfe72e9c28d12";"NULL";"NULL";"Unknown sex";"White";"NULL";"NULL";"NULL";"NULL"
"5640";"228322477d41201d58a437a6e53b5169";"2";"36";"M";"White";"FOB - Field Operations Bureau";"Seventh District";"Evening Watch";""
"5641";"3a3ab775bf267f735a52e59f6ba3b2a8";"2";"36";"F";"White";"FOB - Field Operations Bureau";"Staff";"";""
"5642";"94208bf5b88b2a47ac5aacb6d1961b76";"2";"24";"F";"White";"FOB - Field Operations Bureau";"Sixth District";"B Platoon";""
"5643";"632552fe58dbbf33e5189e54255577c5";"2";"31";"M";"White";"FOB - Field Operations Bureau";"Sixth District";"C Platoon";""
"5644";"fcc67d76e3fc0449cbd42ff202eccbf9";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5645";"a944d43c2ec22bc6dfc868e61e32b4dc";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5646";"74cd8e22bd95b4751ce2d4b7e3aa32bc";"2";"25";"M";"Asian / Pacific Islander";"FOB - Field Operations Bureau";"First District";"3rd Platoon";""
"5647";"0069d141215d32f9b5efa3228edaf9b9";"2";"52";"F";"White";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Recruitment Division";"Staff"
"5648";"32f08cc7a35289a6d72daac4c8d626ab";"2";"49";"F";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Night Watch";""
"5649";"6660be6217a409a06bc5563947d970ff";"2";"31";"F";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5650";"4a2d40c7f1ca30ec334e0fd0087a39d2";"2";"27";"F";"Black / African American";"FOB - Field Operations Bureau";"Second District";"C Platoon";""
"5651";"d4f0816d87bd4814c831e0bfdf11c275";"2";"23";"M";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Staff";""
"5652";"f0f6958078e5f6838613ab8c97293c0a";"2";"25";"M";"White";"FOB - Field Operations Bureau";"Fifth District";"C Platoon";""
"5653";"ca370c3fdc33c91c64b5a4f09a45617c";"2";"27";"M";"White";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Risk Management Section"
"5654";"a2a9f5944b3430b3c9b037ef47674e44";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5655";"a4cfd02fe3e1cc5010dba0e9c8899fcc";"2";"32";"M";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"2nd Platoon";""
"5656";"288b33c4946a9e88fff90c22b4f50647";"NULL";"NULL";"F";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"5657";"24e015d2a19e3474e22e1cb152959df8";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5658";"a6b6e6abe975f471d594e6ad027bbae1";"2";"31";"F";"Black / African American";"FOB - Field Operations Bureau";"Third District";"A Platoon";""
"5659";"ade3b29e75d49ad6eb6070f42fd07bf0";"8";"36";"M";"Unknown race";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Risk Management Section"
"5660";"5b00a77f5ce19129b2815cc15e2a50f5";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5661";"2c9b6f326349b2cfceaa8794bd7485b1";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5662";"a2bd37c37ecd8721b04ce4f0c91ad89a";"2";"36";"M";"Black / African American";"FOB - Field Operations Bureau";"Second District";"B Platoon";""
"5663";"4ce008af0079ac0a860596bcfce76d19";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5664";"9301ee2cebb5b856aa4343af509289f0";"2";"23";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"NCIC Platoon A"
"5665";"fdec23f33b86db531176fc7db801ddcb";"2";"34";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"NCIC Platoon A"
"5666";"af4d4331a515dc3a8240a04acfa7fcd7";"2";"27";"F";"White";"FOB - Field Operations Bureau";"Second District";"Staff";""
"5667";"bf380a27f7e51d80dd241d215555fa13";"2";"27";"M";"White";"FOB - Field Operations Bureau";"First District";"Staff";""
"5668";"a4490062eada226eafeb4bc1cbd52996";"NULL";"NULL";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"5669";"166587ce8cacaacb1b8ed811a17b68e2";"2";"24";"F";"White";"FOB - Field Operations Bureau";"Sixth District";"B Platoon";""
"5670";"4de4261398461bf1636d4a4b1bc0e8ad";"2";"28";"M";"White";"FOB - Field Operations Bureau";"First District";"2nd Platoon";""
"5671";"0852385255c543fa6f0971dd36ad7fba";"2";"34";"F";"Unknown race";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5672";"6c5c7c10e28ebd9e30b2c1972ccf10c6";"2";"39";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5673";"be0697d98de1460301d4899555c8c6cb";"2";"34";"F";"White";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5674";"68001ddac2c7c0eb040565f76c4366f3";"2";"33";"F";"White";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5675";"c60361528632a014b484b15c4166b839";"2";"34";"M";"White";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5676";"aa5008229ea207eef749176a6f956d86";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5677";"dc24210055b5ceb2bce00ae80757f66e";"4";"29";"M";"Black / African American";"FOB - Field Operations Bureau";"Fifth District";"Narcotics";""
"5678";"7cba1c9114bc7d91045d3bc2e9a1f99f";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5679";"d036c11828e81de04a04ea9bd4c785e7";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5680";"9c722b897521c65035cf61246372d602";"2";"27";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"Public Records"
"5681";"75b9b9dce9795d36b2c8df0936ad4259";"2";"31";"F";"Black / African American";"FOB - Field Operations Bureau";"Alternative Police Response";"";""
"5682";"d44df7954296c1193d9c7300ad38a418";"2";"36";"F";"White";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Admin"
"5683";"e6747dc3b7d7c41f95174888e4c5b13d";"3";"26";"F";"Black / African American";"MSB - Management Service Bureau";"Budget Services";"Personnel Division";""
"5684";"7a16691e086e65da1d6d1b9de90801dc";"8";"63";"F";"Black / African American";"FOB - Field Operations Bureau";"Alternative Police Response";"";""
"5685";"251c909de55b188b8328d89f000c4f30";"2";"31";"F";"Black / African American";"MSB - Management Service Bureau";"Staff";"";""
"5686";"2eb6b28efb800e6f7e7b6de30978f8b5";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5687";"d1dcb053cb4e8ef85543ad7f627f3d21";"NULL";"NULL";"F";"White";"NULL";"NULL";"NULL";"NULL"
"5688";"360b76490403cadfa211b338bb86698f";"NULL";"NULL";"F";"White";"NULL";"NULL";"NULL";"NULL"
"5689";"3ef0ecf9820931357d6d9fae5e2765c4";"2";"31";"M";"White";"FOB - Field Operations Bureau";"Eighth District";"A Platoon";""
"5690";"ca0f11f1cc362d51b620bf31463d31cc";"2";"31";"M";"Hispanic";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Staff"
"5691";"fb345985a119a2b0f99a7896efa4d2c7";"2";"31";"F";"Black / African American";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Recruitment Division";"Staff"
"5692";"f812d63cfcf68da8e63cb04531f4fd6f";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5693";"7e9fd05482b3c504ee58151442149256";"2";"24";"M";"Black / African American";"FOB - Field Operations Bureau";"Alternative Police Response";"";""
"5694";"4a23a0787cbbff4cff35a7a60c56ec34";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5695";"e99d3ab5e11cd69f0395a0b263d48058";"2";"42";"F";"White";"MSB - Management Service Bureau";"Staff";"";""
"5696";"bedaa1f2f234639ee3a2db500e14bc3f";"2";"56";"F";"White";"FOB - Field Operations Bureau";"Special Operations Division";"Tactical Section";"Unknown"
"5697";"0913dc6482458390515487fa6f4ff78a";"2";"30";"M";"White";"FOB - Field Operations Bureau";"Fourth District";"1st Platoon";""
"5698";"7027bfa6502bb409dee002073a2c25f0";"2";"41";"M";"White";"FOB - Field Operations Bureau";"Fifth District";"C Platoon";""
"5699";"8d6223ccccf1a0246a57727516276b30";"2";"36";"F";"White";"FOB - Field Operations Bureau";"Staff";"";""
"5700";"b6831c85d3052a03e98eb18d0f6bce65";"2";"31";"M";"White";"FOB - Field Operations Bureau";"Seventh District";"Staff";""
"5701";"d58d855085d15bedbff3f8094553d25a";"2";"26";"F";"Black / African American";"FOB - Field Operations Bureau";"Second District";"A Platoon";""
"5702";"f6e0dee13340b28c4abfe9a206e24ac4";"2";"26";"M";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Staff"
"5703";"aea4299cfd296a2fd4eb2b34d205e883";"2";"27";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5704";"6f55c361327bec66ee03991e906b0078";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5705";"1effe3f3302f89adf09c21d645475dfe";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5706";"793daa8f79b735efa36ee1d06370ceb8";"2";"26";"M";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Risk Management Section"
"5707";"ed5887896b1f9523544ca0b0f8c688c2";"2";"33";"F";"Black / African American";"Compliance Bureau";"Consent Decree";"";""
"5708";"d96f8196f48bcd86e5fb436e549ac785";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5709";"cabbaa0b44a9bd915ae335f3e2853669";"2";"28";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5710";"e88f1a81f59d64394ac07b480d5706ba";"2";"28";"M";"White";"FOB - Field Operations Bureau";"Seventh District";"Staff";""
"5711";"c2c900df943014a1443259d35a180e74";"2";"34";"M";"Hispanic";"FOB - Field Operations Bureau";"Eighth District";"C Platoon";""
"5712";"dee3998cfb55d89b70be22ee95d9e9c5";"2";"23";"M";"Unknown race";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5713";"9ddf86f8319118319986ec292dd943e9";"2";"29";"M";"White";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Staff"
"5714";"1e1e0c8dfd89ee25a07797005e818785";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5715";"a386ad85cdbf5776c7d74122fbc4a289";"2";"27";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"Public Records"
"5716";"f2199dc02ce41f0f399c519e8e88e5f7";"2";"28";"M";"White";"FOB - Field Operations Bureau";"Fourth District";"1st Platoon";""
"5717";"1a94216f01eb6cbdf96d5cf6e729ee68";"2";"38";"F";"Black / African American";"MSB - Management Service Bureau";"Budget Services";"Personnel Division";""
"5718";"632781695a22c9f5396dcc9cff4bd227";"2";"23";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"5719";"3c076c4931814d9d49fe5cad201bcab4";"2";"26";"M";"Hispanic";"FOB - Field Operations Bureau";"Seventh District";"Staff";""
"5720";"37c2be27b4c6b8f1e907e73da3a17576";"2";"30";"M";"White";"FOB - Field Operations Bureau";"Second District";"A Platoon";""
"5721";"a05c98912c414b70e85501f783dee67b";"2";"25";"M";"Black / African American";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"5722";"cf61f00b1c8655f951ea8c312db9736c";"2";"29";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"NCIC Platoon A"
"5723";"909b394c6aa1468cc89c3ee90d041bb0";"2";"26";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"NCIC Platoon A"
"5724";"152040c7ac7578ce53b50cd1aeac44e0";"2";"36";"F";"Black / African American";"FOB - Field Operations Bureau";"Fifth District";"C Platoon";""
"5725";"d35bc5a4411b1fe2a2b098a347cb4a09";"2";"31";"M";"Unknown race";"FOB - Field Operations Bureau";"Third District";"B Platoon";""
"5726";"464b46fc8b43ccdade4bad24d9282548";"28";"43";"F";"Black / African American";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Recruitment Division";"Staff"
"5727";"7b250c27df26948f037c2aea119e0ee4";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5728";"06dd0711f0e385d6905d4e12c4a25929";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5729";"e3f243ed15dc7d56372cd74b1ce5513e";"2";"33";"M";"Black / African American";"FOB - Field Operations Bureau";"Third District";"B Platoon";""
"5730";"13ba321d1b2c505c0295e7faa1491da4";"2";"25";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5731";"b35c5f24408021def5ac32b77a0e7a8f";"2";"32";"F";"White";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5732";"b6918b007c467941eb8a2af3d287b309";"2";"27";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5733";"b0f5c496398ae1acd1f54663a00a1420";"2";"27";"F";"White";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5734";"6a81add3d8e4d2796b9fdd695ef3dee9";"2";"28";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5735";"b8dff477caa1bd18a61423a93b886e52";"2";"30";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5736";"2673dd30517a385c51bab40a89749ac2";"2";"26";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5737";"4386af334d13b8e4a15861d0ba3a55f1";"2";"26";"F";"White";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5738";"6d3769aabce0274d634f985c48646cc3";"2";"32";"F";"White";"FOB - Field Operations Bureau";"Third District";"C Platoon";""
"5739";"9f1fc27b3fadf1637c889fae25cf91d1";"2";"32";"M";"White";"FOB - Field Operations Bureau";"Second District";"C Platoon";""
"5740";"18c9ef2aa595c79aec4669f9f36d98fa";"2";"50";"M";"White";"FOB - Field Operations Bureau";"Second District";"C Platoon";""
"5741";"2185c15e787b5eb74572227a2378582d";"2";"26";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"NCIC Platoon A"
"5742";"c367c381d58fb8fb7642e06485dfa24b";"2";"31";"M";"White";"FOB - Field Operations Bureau";"Eighth District";"A Platoon";""
"5743";"74b98c1d7eebb417db5b1bd4e21cd5be";"2";"27";"F";"White";"FOB - Field Operations Bureau";"Eighth District";"C Platoon";""
"5744";"247c3aba4ab4fe2b87fa8d66e27cc018";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5745";"d22d93b7e9bc7e01b7ae2d30b4ee7c3d";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5746";"fec6b69b57c05595f9fc1898df674e30";"2";"37";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"Public Records"
"5747";"23fec8b480a728eea4b4c8778a616603";"2";"27";"F";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5748";"672aef340a23eb3340b55d2a5b1c242b";"2";"28";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5749";"c387e94b27e0e289e46e636345068191";"9";"27";"M";"Black / African American";"MSB - Management Service Bureau";"Budget Services";"Personnel Division";""
"5750";"0862c793b4b025616dd929161ee24aaa";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5751";"1700ae75a841d65f172d24afd41d0eb8";"2";"45";"M";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Staff"
"5752";"6bcdb0d1a559481234779b7044105c71";"2";"28";"F";"White";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5753";"2e64effc3076cbf33b9d3de65fffca1e";"2";"25";"F";"White";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5754";"363b60aee747e983f085d4c97db36d32";"NULL";"NULL";"Unknown sex";"Unknown race";"NULL";"NULL";"NULL";"NULL"
"5755";"5253c73877c64473bd35a31267c5f098";"2";"27";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5756";"1fa0b39b9c3805da82491d8c405196fc";"2";"26";"F";"Black / African American";"MSB - Management Service Bureau";"Budget Services";"Personnel Division";""
"5757";"1cdeff9dc51b5973260f95129f6d5b9f";"2";"25";"M";"Black / African American";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5758";"1c0d9c344a0e372c5cea506300b2a75d";"2";"26";"M";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5759";"0d7642e589e98456ae115e7b50f2a05d";"2";"41";"F";"White";"FOB - Field Operations Bureau";"Police Recruits";"";""
"5760";"a24f2074b5b206244b96ea5b125a86f9";"2";"24";"F";"Black / African American";"Office of the Superintendant";"Public Information Office ";"Public Affairs";""
"5761";"2eb03a1cf8a746baaeaf32c5670f68f1";"2";"25";"F";"Black / African American";"FOB - Field Operations Bureau";"Alternative Police Response";"";""
"5762";"7b7922c4d70bf509c562242de80837d4";"2";"35";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Platoon A"
"5763";"5fb321c30a3be60a7a40d15795357e15";"2";"35";"F";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"Public Records"
